CIK,Ticker,Date,% change day,% change week,% change month,10day Vol,Percent Change,Increased?,flesch reading ease,flesch kincaid,gunning fog,smog index,ARI,coleman,linsear,dale chall,textblob sentiment,NLTK Negative,NLTK Neutral,NLTK Positive
934473,GNVC,3/9/2016,35.51315789,32.23684211,46.18421053,2.880446885,42.82799429,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.059549112,0.044,0.828,0.127
1142750,AHS,2/17/2017,0,0,12.5,0,37.5,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1370450,WLDN,3/10/2017,16.27627628,10.15015015,15.82582583,0.0749298,29.59110473,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1449732,WG,3/10/2016,9.278350515,6.18556701,20.6185567,0.079142404,26.13636364,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.045383748,0.044,0.816,0.14
902791,BBSI,5/26/2016,20.19178082,23.01369863,11.26027397,0.081242444,25.19739101,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.041401565,0.055,0.809,0.136
728385,MEEC,3/28/2017,20,20,15,0.08498052,25,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
60714,LXU,2/29/2016,0,,10.10273973,0.043782395,21.23287671,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.052032882,0.041,0.794,0.165
1069258,KTOS,3/11/2016,12.17183771,7.637231504,23.86634845,0.052611096,20.10869565,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.046351764,0.053,0.807,0.14
904979,SHLO,1/17/2017,0,0.641848524,8.215661104,0.031115031,20.02567394,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
864240,SYPR,3/28/2017,12.62135922,13.63106796,13.59223301,0.051716402,18.88888889,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1528849,RH,3/29/2017,13.003663,15.10989011,25.20604396,0.04976344,18.28947368,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
57131,LZB,6/20/2017,-4.007633588,-5.534351145,-3.435114504,0.017862915,17.43119266,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1439222,AGIO,2/16/2017,7.445314068,7.66606462,17.07806542,0.026789966,17.28100607,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
73887,BRS,5/27/2016,11.20556414,-12.7511592,-76.27511592,0.056198825,16.71018277,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.04984103,0.049,0.82,0.131
1423902,WGP,2/25/2016,10.40792985,14.33473122,-8.272969882,0.056461948,16.21276596,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.03459258,0.042,0.821,0.138
890491,BKS,6/22/2017,7.142857143,4.285714286,2.142857143,0.033775545,16.15384615,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1020710,DXPE,3/31/2017,13.54634275,14.28571429,3.934512807,0.067675821,16.06597434,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.049815238,0.044,0.834,0.122
1526119,VSTM,3/23/2017,3.973509934,3.311258278,17.21854305,0.053747862,14.48275862,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
878726,TUES,8/24/2017,10,15,10,0.049914491,13.88888889,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
882796,BCRX,2/27/2017,0,-10.70780399,-9.618874773,0.025502581,13.24863884,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1062292,XOXO,3/4/2016,12.5625,9.3125,6.1875,0.046989125,13.22373124,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.068942819,0.056,0.81,0.135
84748,ROG,2/23/2016,11.61616162,12.33488733,13.63636364,0.042150814,13.12087912,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.04973001,0.041,0.805,0.154
352825,FSTR,3/1/2016,-1.103752759,11.84694628,15.89403974,0.033029015,12.95487627,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.05180053,0.043,0.815,0.142
1082038,DRRX,3/1/2016,5.833333333,8.333333333,0.833333333,0.027931509,12.38938053,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.051954341,0.059,0.814,0.127
1571123,SAIC,3/29/2016,10.27370856,8.365458751,13.93600617,0.037707771,12.26638024,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.055994569,0.053,0.811,0.136
1015155,CTHR,3/8/2016,15.09433962,13.20754717,19.81132075,0.066598949,12.21111111,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.060824045,0.041,0.8,0.16
1438231,DMRC,2/25/2016,5.833609546,3.314550878,-20.84852502,0.031149881,12.17881028,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.066047161,0.055,0.803,0.142
87565,SHLM,10/26/2016,-1.263537906,-3.610108303,-2.707581227,0.011304832,12.12121212,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.053586905,0.047,0.812,0.141
1434588,LOPE,2/17/2016,-1.546238478,-1.397561701,-9.545049063,0.008046337,11.97657394,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.047492384,0.036,0.831,0.133
1067701,URI,1/25/2017,0.568877998,2.835638019,4.971118502,0.012198377,11.83874659,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.059411103,0.047,0.801,0.153
1371489,III,3/10/2016,9.809264305,8.446866485,12.26158038,0.045431974,11.78247734,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.06812401,0.04,0.803,0.157
1177609,FIVE,3/23/2017,9.75147929,7.100591716,6.461538462,0.034109983,11.77550485,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
708819,MDR,2/22/2016,0,5.490196078,-3.137254902,0.027435345,11.76470588,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.029411715,0.059,0.806,0.134
819050,VICL,3/10/2017,3.714912281,5.701754386,1.315789474,0.022641159,11.60205894,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1142790,IMUN,7/10/2017,0,16.48148148,-1.851851852,0.052037351,11.11111111,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1070494,ACAD,2/29/2016,0,-16.57010429,-20.85747393,0.032819675,10.95017381,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.051668931,0.049,0.809,0.142
1368308,HPJ,3/28/2017,23.46938776,25.51020408,50.51020408,0.09857273,10.66666667,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1502034,GNC,2/17/2017,-1.047120419,-11.51832461,-45.94240838,0.024980572,10.62176166,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
945114,SYX,3/17/2016,4.899777283,2.783964365,3.786191537,0.076421287,10.53864169,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.040436984,0.052,0.811,0.136
1070336,ACHN,2/25/2016,2.919708029,6.423357664,-9.489051095,0.023436554,10.52631579,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.053184357,0.043,0.812,0.146
864240,SYPR,3/30/2016,4.391328516,7.72651473,5.503057254,0.030200153,10.46511628,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.052958706,0.047,0.812,0.142
1549922,SMLP,2/29/2016,0,-31.93343899,-42.86846276,0.07751183,10.30110935,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.026938402,0.052,0.809,0.139
832488,MAMS,9/28/2017,4.196816208,1.013024602,-0.1447178,0.016265291,10.27190332,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1337013,INFU,12/12/2016,0,5.128205128,7.692307692,0.023273239,10.25641026,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.043265349,0.046,0.815,0.139
924719,SMID,3/30/2017,-0.854700855,-0.512820513,-4.273504274,0.013058049,10.16949153,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
732026,TRT,9/20/2017,6.490872211,10.7505071,11.76470588,0.029595554,10.10195228,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1481028,HYSR,9/21/2016,2.941176471,-4.833333333,-0.980392157,0.029521589,10.1010101,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.060697503,0.057,0.806,0.137
1005699,CALL,3/16/2017,1.818181818,10.90909091,6.060606061,0.017628406,9.87654321,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.053984307,0.058,0.829,0.113
1024795,SNHY,3/1/2016,5.759493671,9.240506329,19.58860759,0.020699793,9.771658831,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.071681725,0.035,0.829,0.135
911147,CNTY,3/10/2017,4.120879121,3.571428571,7.554945055,0.021283527,9.742120344,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1039466,XSNX,2/17/2017,4.545454545,-72.72727273,31.81818182,0.11713428,9.523809524,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1108205,CRIS,2/29/2016,0,-12.40875912,-21.89781022,0.047537003,9.489051095,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.055257402,0.043,0.827,0.13
96223,LUK,3/17/2016,3.86320456,,6.333122229,0.025425006,9.486166008,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.091844223,0.046,0.783,0.171
1299709,BOFI,8/25/2016,5.97752809,15.50561798,23.14606742,0.021804977,9.416826004,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.055263302,0.056,0.794,0.15
1011835,MDVN,2/26/2016,8.068597132,7.899915659,6.550463874,0.032077793,9.388379205,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.055068461,0.052,0.785,0.162
1001233,SGMO,2/28/2017,5.494505495,13.18681319,21.97802198,0.040077606,9.302325581,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.062213971,0.04,0.831,0.129
1114925,LTRX,8/24/2017,11.8852459,17.21311475,3.278688525,0.047510476,8.837209302,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
933036,RCII,3/1/2017,3.986710963,6.976744186,5.315614618,0.01687487,8.765859285,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1037760,CPHD,2/25/2016,3.059852051,4.505716207,-6.287827841,0.029699764,8.185917447,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.060300519,0.055,0.807,0.138
1275229,GMO,3/16/2017,4.872840225,0.99009901,-6.775383421,0.025909678,8.163265306,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
890491,BKS,6/23/2016,7.282415631,0.710479574,-3.108348135,0.02592217,8.045977011,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.072867592,0.036,0.808,0.156
866609,IO,2/9/2017,7.407407407,-2.777777778,-6.481481481,0.036754469,8,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
911177,CWST,3/2/2017,5.905205905,7.303807304,10.17871018,0.022314141,7.679603633,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1375151,ZGNX,3/10/2017,11.57407407,8.333333333,14.81481481,0.047090937,7.329842932,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
915778,DSPG,3/16/2017,2.654867257,8.849557522,9.734513274,0.014567998,7.272727273,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
831259,FCX,2/26/2016,4.172274563,6.864064603,37.41588156,0.069685617,7.162921348,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.040143389,0.037,0.84,0.123
814585,MBI,2/29/2016,0,5.685131195,2.7696793,0.015573802,7.142857143,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.074797164,0.061,0.786,0.153
733590,TCI,3/30/2016,8.19314178,5.711875341,-11.45848841,0.028812734,7.135135135,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.06958939,0.041,0.828,0.131
1014739,BIOS,3/3/2016,4.641350211,12.23628692,30.37974684,0.030749696,7.079646018,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.045252113,0.052,0.821,0.127
1338065,DPM,2/15/2017,1.812688822,4.229607251,9.365558912,0.018892406,7.076923077,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
811831,NBN,9/13/2017,0.689655172,5.747126437,4.367816092,0.009886983,6.712962963,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
858800,EMCF,3/24/2017,0,-11.9765375,1.173124778,0.041422571,6.647707074,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
832428,SSP,2/24/2017,0.891181989,1.407129456,9.662288931,0.006202168,6.625650734,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
726728,O,2/11/2016,5.555555556,4.391217565,12.7910845,0.021292121,6.516379007,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.042972677,0.043,0.822,0.135
899923,MYGN,8/9/2017,8.684774839,14.18870622,10.04288778,0.030345565,6.457925636,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
16160,CALM,7/24/2017,0,-2.008608321,-9.612625538,0.023398989,6.31276901,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
110621,RPM,7/28/2016,5.599704306,5.026797265,11.99408612,0.020526958,6.225528583,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.051240083,0.044,0.822,0.134
1468328,ADUS,3/11/2016,6.58105939,-25.09363296,-19.31514179,0.070971087,6.18556701,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.052856208,0.045,0.818,0.137
1466815,ABCD,3/14/2017,3.397027601,0,-5.307855626,0.021562133,6.153846154,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1035748,CALD,3/2/2017,3.608247423,-1.804123711,4.896907216,0.019271505,6.14973262,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.064193298,0.047,0.806,0.147
880285,EEP,2/17/2016,1.252348153,2.316844083,-6.386975579,0.029289889,6.087507926,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.024204497,0.048,0.817,0.135
30305,DCO,3/6/2017,0,-3.319093,0.624383832,0.012250673,5.750903713,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1001385,NWPX,3/4/2016,0.991189427,-12.99559471,-0.881057269,0.059615638,5.561735261,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.044992378,0.05,0.828,0.121
719866,ACAT,5/27/2016,5.737704918,10.21437579,-9.836065574,0.028121665,5.551839465,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.053630101,0.037,0.821,0.143
1434316,FATE,3/16/2017,-1.077586207,2.155172414,31.46551724,0.05291883,5.543710021,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1451505,RIG,2/25/2016,0.364520049,-5.224787363,-17.86148238,0.036117929,5.487804878,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.048414648,0.059,0.808,0.133
37472,FLXS,8/24/2016,0.360522758,1.036502929,6.061288869,0.007311971,5.359565807,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.045475376,0.041,0.834,0.124
1517650,ININ,2/29/2016,0,4.577347143,20.51453391,0.019471495,5.345806883,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.05411619,0.041,0.828,0.131
1555039,RESI,3/1/2017,4.6875,5.965909091,14.77272727,0.019503928,5.290611028,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1438231,DMRC,2/23/2017,6.981132075,4.339622642,2.075471698,0.029316091,5.273833671,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1304280,NVL,5/10/2016,3.971119134,2.527075812,-1.083032491,0.014560485,5.263157895,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.055485202,0.043,0.816,0.141
1296445,ORA,3/1/2017,6.906450523,3.512326917,9.692671395,0.024424201,5.242154907,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1576197,SENR,4/14/2017,4.964539007,-2.127659574,16.29787234,0.035054775,5.223880597,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
844161,CHKE,5/18/2017,1.538461538,16.30769231,19.48717949,0.042047693,5.208333333,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
3499,ALX,2/16/2016,0,2.533333333,2.826666667,0.01409935,5.2,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.058109958,0.04,0.858,0.102
45876,HSC,2/24/2017,-3.396226415,-5.660377358,-6.41509434,0.017334405,5.109489051,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1487952,VPG,3/9/2016,1.85483871,3.629032258,10.08064516,0.007089204,5.094494659,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.062967162,0.045,0.817,0.137
1275158,NDLS,3/1/2016,2.433460076,4.714828897,8.288973384,0.025969874,4.988308652,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.054920906,0.052,0.815,0.134
831641,TTEK,11/22/2016,3.621495327,3.154205607,8.761682243,0.016517715,4.96969697,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.063762418,0.05,0.82,0.13
1141391,MA,2/12/2016,3.274826246,2.509129462,-5.065378725,0.023437046,4.956765315,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.062298736,0.063,0.794,0.143
4447,HES,2/26/2016,3.45948456,1.764569306,14.44160669,0.037382491,4.858104858,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.025419407,0.057,0.811,0.132
1035983,FIX,2/23/2016,-0.295748614,5.471349353,-1.589648799,0.01780375,4.828603022,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.049599215,0.046,0.806,0.148
1007019,JVA,1/26/2016,6.646344783,10.18452997,-3.423874585,0.022089904,4.664723032,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.045948842,0.058,0.826,0.116
1477200,FUEL,3/16/2017,-0.255754476,16.36828645,36.31713555,0.037622119,4.591836735,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1353970,CXDC,3/15/2016,0,0,21.42857143,0.014471829,4.571428571,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.039036683,0.034,0.838,0.128
1009672,CRR,3/1/2017,5.313653137,-9.077490775,-3.468634686,0.032392223,4.520654716,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.046550792,0.052,0.807,0.141
746838,UIS,2/29/2016,0,1.485608171,6.499535747,0.013637443,4.456824513,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.032017122,0.039,0.805,0.156
1175505,FPRX,2/24/2017,0.214730513,-3.435688211,5.883616062,0.016504458,4.432967506,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
712515,EA,5/24/2017,2.938295788,6.295076129,17.36265693,0.022905104,4.421612696,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
949428,CDTI,4/7/2017,3.112840467,-4.6692607,3.112840467,0.032247849,4.417670683,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1420302,LOGM,3/1/2017,6.329760082,3.649821337,-8.218478816,0.024389578,4.414168937,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
95953,SYNL,3/14/2017,4.205607477,4.205607477,-11.21495327,0.017648749,4.390243902,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
354963,SHEN,3/23/2017,3.321678322,1.923076923,-0.699300699,0.025619816,4.339963834,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1590976,MBUU,9/8/2017,-1.91791331,-4.986574607,1.611047181,0.016596983,4.328189688,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1137789,STX,8/5/2016,2.707749767,0.311235605,26.79738562,0.025228879,4.318618042,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.054629737,0.053,0.812,0.135
1283140,HEP,2/24/2016,3.072143597,10.70072489,14.35968243,0.024093131,4.309116809,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.038947861,0.054,0.794,0.152
1335258,LYV,6/29/2016,2.720207254,-2.461139896,-4.274611399,0.020942086,4.305370617,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.072095846,0.052,0.8,0.148
74303,OLN,2/28/2017,0.579150579,-4.536679537,15.83011583,0.020448977,4.30420712,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
924901,CLI,2/24/2016,-0.210084034,2.941176471,-10.24159664,0.010161658,4.29769392,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.035685997,0.039,0.841,0.119
715072,RNST,2/29/2016,0,-1.409352979,-1.633568225,0.012682677,4.292120436,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.07376107,0.044,0.796,0.16
98246,TIF,3/17/2017,2.640121186,4.014282623,9.943735122,0.011062445,4.278728606,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
896985,DEST,6/8/2017,0.835073069,3.340292276,24.8434238,0.022453416,4.210526316,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
920427,UNTY,3/3/2017,2.61627907,1.162790698,2.906976744,0.011556932,4.179104478,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1375557,GUID,2/25/2016,1.486988848,9.107806691,13.01115242,0.036439915,4.150943396,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.059005586,0.047,0.826,0.128
874761,AES,2/24/2016,4.486540379,4.08773679,12.86141575,0.022657261,4.070981211,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.064697965,0.045,0.824,0.131
92230,BBT,2/25/2016,1.508156356,0.707910126,3.139427516,0.014092244,4.0625,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.05679352,0.044,0.8,0.155
3453,MATX,2/24/2017,1.138406231,-7.849011384,-10.60515279,0.032593389,4.060606061,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
1120914,PDFS,3/1/2016,1.645021645,12.38095238,10.3030303,0.020250049,3.961267606,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.049514888,0.043,0.822,0.136
355019,FONR,9/27/2017,4.227642276,4.87804878,8.780487805,0.021597251,3.904923599,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1367644,EBS,2/29/2016,0,-12.53325451,-7.833284067,0.026738409,3.813183565,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.061614329,0.041,0.822,0.137
910073,NYCB,2/29/2016,0,-3.106411104,-2.313284865,0.008617016,3.767349636,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.079443297,0.052,0.8,0.148
69488,MYE,3/9/2017,1.111111111,-5.925925926,-2.222222222,0.019699758,3.745318352,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
792130,DWCH,11/10/2016,3.571428571,13.57142857,-6.714285714,0.068189289,3.703703704,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.040373408,0.058,0.842,0.1
1060391,RSG,2/17/2017,2.798353909,4.592592593,5.580246914,0.00904615,3.67485182,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.051233519,0.054,0.8,0.146
1286131,STON,11/9/2016,-5.36756126,-16.56942824,-188.798133,0.060422549,3.65448505,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.04671028,0.042,0.801,0.157
784199,CRY,3/25/2016,3.525046382,1.298701299,2.319109462,0.016793307,3.653846154,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.037051542,0.042,0.831,0.127
842183,RPT,3/29/2016,2.376910017,2.6032824,4.923599321,0.010051431,3.652173913,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.052228464,0.043,0.808,0.149
1176334,MMLP,3/31/2017,3.75,,2,0.017561648,3.636363636,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,
1556266,CCCR,4/14/2016,-3.703703704,14.81481481,33.33333333,0.152287585,3.571428571,1,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.046481961,0.054,0.806,0.14
1084717,PCBK,4/19/2017,1.446280992,2.066115702,-2.066115702,0.011830914,3.5639413,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.069881523,0.052,0.798,0.15
918160,AKS,2/17/2017,1.018099548,5.090497738,-13.91402715,0.033047214,3.542857143,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
